Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Australia,Consumer Confidence,1990-03-31T00:00:00,86.86,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-04-30T00:00:00,73.95,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-05-31T00:00:00,69.79,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-06-30T00:00:00,71.43,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-07-31T00:00:00,74.45,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-08-31T00:00:00,69.8,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-09-30T00:00:00,67.36,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-10-31T00:00:00,66.02,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-11-30T00:00:00,64.61,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-12-31T00:00:00,68.05,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-01-31T00:00:00,72.61,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-02-28T00:00:00,71,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-03-31T00:00:00,79.8,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-04-30T00:00:00,80.32,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-05-31T00:00:00,79.25,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-06-30T00:00:00,83.57,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-07-31T00:00:00,85.38,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-08-31T00:00:00,84.45,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-09-30T00:00:00,85.84,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-10-31T00:00:00,88.38,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-11-30T00:00:00,82.48,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1991-12-31T00:00:00,80.73,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-01-31T00:00:00,78.07,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-02-29T00:00:00,87.89,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-03-31T00:00:00,92.77,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-04-30T00:00:00,93.92,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-05-31T00:00:00,91.49,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-06-30T00:00:00,82.63,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-07-31T00:00:00,79.89,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-08-31T00:00:00,89.12,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-09-30T00:00:00,85.94,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-10-31T00:00:00,94.85,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1992-11-30T00:00:00,84.21,Monthly,WMCCCONPCT,2017-02-16T12:07:00
