geo_type,market_name,date,driving,transit,walking
state,Alaska,2020-11-21,117.42,53.71,132.33
state,Alaska,2020-11-22,92.99,44.66,121.37
state,Alaska,2020-11-23,117.04,50.91,154.53
state,Alaska,2020-11-24,116.2,53.42,153.7
state,Alaska,2020-11-25,120.53,49.95,160.41
state,Alaska,2020-11-26,65.01,33.97,81.91
state,Alaska,2020-11-27,103.6,45.14,143.25
state,Alaska,2020-11-28,108.09,57.84,137.54
state,Alaska,2020-11-29,89.91,52.84,109.28
state,Alaska,2020-11-30,110.86,55.25,153.65
state,Alaska,2020-12-01,111.71,50.82,157.76
state,Alaska,2020-12-02,114.17,46.1,149.99
state,Alaska,2020-12-03,117.17,47.93,143.18
state,Alaska,2020-12-04,130.74,54.96,172.34
state,Alaska,2020-12-05,121.4,46.49,136.82
state,Alaska,2020-12-06,94.64,43.31,108.11
state,Alaska,2020-12-07,109.37,47.83,146.42
state,Alaska,2020-12-08,112.23,54.76,152.01
state,Alaska,2020-12-09,116.69,51.3,161.56
state,Alaska,2020-12-10,118.75,41.39,156.19
state,Alaska,2020-12-11,136.63,51.59,168.77
state,Alaska,2020-12-12,128.9,51.78,151.0
state,Alaska,2020-12-13,97.91,44.37,114.31
state,Alaska,2020-12-14,116.27,47.45,151.09
state,Alaska,2020-12-15,120.69,50.82,153.54
state,Alaska,2020-12-16,122.54,58.42,165.2
state,Alaska,2020-12-17,124.93,42.83,162.28
state,Alaska,2020-12-18,143.34,48.99,175.06
state,Alaska,2020-12-19,129.97,51.78,164.7
state,Alaska,2020-12-20,105.37,46.97,122.78
state,Alaska,2020-12-21,134.81,53.03,179.17
state,Alaska,2020-12-22,131.1,54.28,168.43
state,Alaska,2020-12-23,137.32,46.39,178.27
state,Alaska,2020-12-24,110.81,43.79,135.07
state,Alaska,2020-12-25,55.46,28.59,57.92
state,Alaska,2020-12-26,99.91,47.74,109.41
state,Alaska,2020-12-27,92.04,43.5,97.26
state,Alaska,2020-12-28,115.76,60.25,142.46
state,Alaska,2020-12-29,122.61,54.76,133.7
state,Alaska,2020-12-30,127.24,57.27,143.72
state,Alaska,2020-12-31,134.65,50.72,151.83
state,Alaska,2021-01-01,98.66,48.7,103.86
state,Alaska,2021-01-02,117.13,56.02,120.98
state,Alaska,2021-01-03,96.7,50.05,107.53
state,Alaska,2021-01-04,116.67,56.59,139.14
state,Alaska,2021-01-05,119.26,55.92,139.43
state,Alaska,2021-01-06,115.69,58.33,129.03
state,Alaska,2021-01-07,112.96,55.63,128.98
state,Alaska,2021-01-08,131.52,46.2,147.58
state,Alaska,2021-01-09,122.82,54.86,129.09
state,Alaska,2021-01-10,98.44,60.35,109.17
state,Alaska,2021-01-11,115.19,68.14,127.27
state,Alaska,2021-01-12,112.21,51.59,124.76
state,Alaska,2021-01-13,114.2,56.69,131.3
state,Alaska,2021-01-14,117.53,58.33,136.04
state,Alaska,2021-01-15,136.84,72.18,153.31
state,Alaska,2021-01-16,128.13,66.89,136.6
state,Alaska,2021-01-17,103.58,48.6,113.93
state,Alaska,2021-01-18,112.59,50.43,128.17
state,Alaska,2021-01-19,107.85,57.56,134.22
state,Alaska,2021-01-20,112.78,58.13,133.48
state,Alaska,2021-01-21,112.8,52.84,135.52
state,Alaska,2021-01-22,128.1,58.42,141.83
state,Alaska,2021-01-23,122.49,57.84,127.03
state,Alaska,2021-01-24,95.92,47.55,102.85
state,Alaska,2021-01-25,113.34,55.44,129.81
state,Alaska,2021-01-26,112.65,59.1,126.58
state,Alaska,2021-01-27,112.61,55.73,125.48
state,Alaska,2021-01-28,112.37,51.4,122.15
state,Alaska,2021-01-29,130.32,53.42,144.98
state,Alaska,2021-01-30,129.36,57.94,128.69
state,Alaska,2021-01-31,98.89,53.8,104.36
state,Alaska,2021-02-01,111.67,56.79,127.95
state,Alaska,2021-02-02,112.14,62.85,127.5
state,Alaska,2021-02-03,115.13,66.31,124.4
state,Alaska,2021-02-04,114.81,55.25,125.63
state,Alaska,2021-02-05,130.31,53.8,140.35
state,Alaska,2021-02-06,126.94,55.82,132.82
state,Alaska,2021-02-07,94.41,40.33,112.02
state,Alaska,2021-02-08,108.98,60.73,120.13
state,Alaska,2021-02-09,111.58,52.84,128.15
state,Alaska,2021-02-10,113.79,54.86,125.5
state,Alaska,2021-02-11,120.03,50.53,128.08
state,Alaska,2021-02-12,148.96,54.48,173.51
state,Alaska,2021-02-13,143.53,54.86,143.52
state,Alaska,2021-02-14,117.89,48.7,126.17
state,Alaska,2021-02-15,109.17,43.7,119.3
state,Alaska,2021-02-16,115.93,54.57,133.39
state,Alaska,2021-02-17,115.22,52.94,125.43
state,Alaska,2021-02-18,118.76,61.31,133.72
state,Alaska,2021-02-19,136.69,67.95,146.39
state,Alaska,2021-02-20,131.82,51.4,129.25
state,Alaska,2021-02-21,106.25,53.03,108.34
state,Alaska,2021-02-22,115.04,52.17,128.8
state,Alaska,2021-02-23,117.58,54.57,124.38
state,Alaska,2021-02-24,122.14,60.73,131.79
state,Alaska,2021-02-25,126.84,57.65,135.43
state,Alaska,2021-02-26,146.62,72.47,149.67
state,Alaska,2021-02-27,142.88,53.71,155.07
state,Alaska,2021-02-28,114.11,51.59,126.17
state,Arizona,2020-01-13,100.0,100.0,100.0
state,Arizona,2020-01-14,104.06,105.14,102.87
state,Arizona,2020-01-15,106.9,102.33,107.53
state,Arizona,2020-01-16,111.45,100.78,108.46
state,Arizona,2020-01-17,129.15,106.42,126.73
state,Arizona,2020-01-18,124.63,94.58,137.36
state,Arizona,2020-01-19,91.76,79.01,98.31
state,Arizona,2020-01-20,102.98,94.72,96.81
state,Arizona,2020-01-21,103.8,99.73,94.29
state,Arizona,2020-01-22,105.0,105.13,100.17
state,Arizona,2020-01-23,108.99,99.92,102.26
state,Arizona,2020-01-24,123.39,105.24,120.71
state,Arizona,2020-01-25,118.69,92.69,129.06
state,Arizona,2020-01-26,83.08,73.52,82.4
state,Arizona,2020-01-27,100.67,98.81,92.96
state,Arizona,2020-01-28,105.22,100.43,97.92
state,Arizona,2020-01-29,107.72,102.35,100.47
state,Arizona,2020-01-30,114.04,102.29,107.48
state,Arizona,2020-01-31,129.78,107.72,132.98
state,Arizona,2020-02-01,122.68,95.01,145.53
state,Arizona,2020-02-02,81.91,73.22,87.67
state,Arizona,2020-02-03,102.53,98.2,92.02
state,Arizona,2020-02-04,106.31,100.38,92.51
state,Arizona,2020-02-05,105.73,100.02,91.83
state,Arizona,2020-02-06,111.19,99.8,99.72
state,Arizona,2020-02-07,130.39,109.82,130.6
state,Arizona,2020-02-08,128.05,100.36,142.02
state,Arizona,2020-02-09,90.51,77.93,88.1
state,Arizona,2020-02-10,104.0,96.76,91.29
state,Arizona,2020-02-11,106.8,100.23,94.01
state,Arizona,2020-02-12,112.99,106.31,101.52
state,Arizona,2020-02-13,122.15,105.95,110.84
state,Arizona,2020-02-14,143.8,112.84,139.18
state,Arizona,2020-02-15,130.54,98.13,143.71
state,Arizona,2020-02-16,100.38,83.12,105.76
state,Arizona,2020-02-17,112.58,100.59,105.02
state,Arizona,2020-02-18,112.31,104.89,100.56
state,Arizona,2020-02-19,117.05,104.8,103.8
state,Arizona,2020-02-20,121.7,104.7,111.83
state,Arizona,2020-02-21,138.9,111.82,132.81
state,Arizona,2020-02-22,131.76,93.07,133.79
state,Arizona,2020-02-23,104.95,87.8,97.55
state,Arizona,2020-02-24,115.16,105.01,104.99
state,Arizona,2020-02-25,117.05,109.71,101.53
state,Arizona,2020-02-26,117.74,103.5,105.0
state,Arizona,2020-02-27,123.17,101.23,107.11
state,Arizona,2020-02-28,139.76,110.53,134.06
state,Arizona,2020-02-29,144.6,102.29,148.22
state,Arizona,2020-03-01,103.5,83.53,98.63
state,Arizona,2020-03-02,113.16,104.14,98.06
state,Arizona,2020-03-03,116.05,105.59,104.81
state,Arizona,2020-03-04,119.27,105.17,104.86
state,Arizona,2020-03-05,125.91,106.67,111.02
state,Arizona,2020-03-06,144.49,119.34,142.6
state,Arizona,2020-03-07,136.64,104.48,145.49
state,Arizona,2020-03-08,102.42,83.84,98.99
state,Arizona,2020-03-09,116.4,103.04,105.7
state,Arizona,2020-03-10,114.82,98.39,101.62
state,Arizona,2020-03-11,113.16,89.86,96.05
state,Arizona,2020-03-12,110.59,85.8,95.4
state,Arizona,2020-03-13,120.62,84.4,107.78
state,Arizona,2020-03-14,113.76,80.46,110.33
state,Arizona,2020-03-15,85.38,66.16,78.83
state,Arizona,2020-03-16,94.73,82.93,86.65
state,Arizona,2020-03-17,88.27,69.69,82.11
state,Arizona,2020-03-18,75.71,56.12,64.16
state,Arizona,2020-03-19,76.44,58.69,69.4
state,Arizona,2020-03-20,80.42,56.84,72.85
state,Arizona,2020-03-21,70.35,50.09,65.92
state,Arizona,2020-03-22,51.77,41.92,50.33
state,Arizona,2020-03-23,64.11,53.21,60.97
state,Arizona,2020-03-24,63.48,51.47,60.39
state,Arizona,2020-03-25,62.87,50.31,59.96
state,Arizona,2020-03-26,62.83,50.17,58.59
state,Arizona,2020-03-27,68.31,48.72,61.77
state,Arizona,2020-03-28,62.77,44.94,59.35
state,Arizona,2020-03-29,48.89,41.3,47.37
state,Arizona,2020-03-30,59.53,48.85,56.98
state,Arizona,2020-03-31,58.64,43.63,55.09
state,Arizona,2020-04-01,55.66,42.78,55.27
state,Arizona,2020-04-02,57.09,42.02,57.13
state,Arizona,2020-04-03,64.52,42.95,62.46
state,Arizona,2020-04-04,56.58,41.43,56.28
state,Arizona,2020-04-05,44.47,37.42,45.88
state,Arizona,2020-04-06,55.74,43.41,56.38
state,Arizona,2020-04-07,57.27,42.73,56.71
state,Arizona,2020-04-08,57.05,41.74,56.04
state,Arizona,2020-04-09,59.81,43.7,60.62
state,Arizona,2020-04-10,67.34,43.67,65.38
state,Arizona,2020-04-11,58.92,39.68,57.88
state,Arizona,2020-04-12,39.08,31.94,40.49
state,Arizona,2020-04-13,58.1,43.49,56.82
state,Arizona,2020-04-14,60.25,39.71,59.92
state,Arizona,2020-04-15,65.15,42.01,62.59
state,Arizona,2020-04-16,66.07,40.62,61.97
state,Arizona,2020-04-17,74.91,44.06,68.53
state,Arizona,2020-04-18,69.2,41.01,65.2
state,Arizona,2020-04-19,54.55,37.62,50.92
state,Arizona,2020-04-20,66.37,42.59,64.75
state,Arizona,2020-04-21,65.41,42.37,62.31
state,Arizona,2020-04-22,67.08,42.19,63.22
state,Arizona,2020-04-23,70.15,44.45,64.6
state,Arizona,2020-04-24,78.6,45.7,72.17
state,Arizona,2020-04-25,73.7,41.13,65.82
state,Arizona,2020-04-26,57.21,37.31,51.16
state,Arizona,2020-04-27,68.56,44.27,64.2
state,Arizona,2020-04-28,69.72,45.46,64.39
state,Arizona,2020-04-29,71.36,45.98,66.97
state,Arizona,2020-04-30,74.91,44.88,67.62
state,Arizona,2020-05-01,86.46,49.67,77.93
state,Arizona,2020-05-02,82.43,45.28,72.85
state,Arizona,2020-05-03,63.34,40.14,55.37
state,Arizona,2020-05-04,74.81,48.08,69.0
state,Arizona,2020-05-05,77.27,46.98,72.01
state,Arizona,2020-05-06,76.81,46.25,70.64
state,Arizona,2020-05-07,79.84,47.08,72.22
state,Arizona,2020-05-08,92.28,51.28,84.98
state,Arizona,2020-05-09,88.21,47.35,83.11
state,Arizona,2020-05-10,64.73,39.45,56.99
state,Arizona,2020-05-11,0.0,41.4,66.19
state,Arizona,2020-05-12,0.0,38.3,62.29
state,Arizona,2020-05-13,86.65,51.06,86.98
state,Arizona,2020-05-14,90.42,49.26,89.38
state,Arizona,2020-05-15,105.59,54.7,104.99
state,Arizona,2020-05-16,102.23,51.06,100.96
state,Arizona,2020-05-17,82.71,44.4,75.72
state,Arizona,2020-05-18,94.07,53.83,93.31
state,Arizona,2020-05-19,96.78,54.24,97.57
state,Arizona,2020-05-20,98.76,54.71,102.98
state,Arizona,2020-05-21,104.29,53.37,105.03
state,Arizona,2020-05-22,122.56,61.14,122.71
state,Arizona,2020-05-23,113.6,56.83,121.3
state,Arizona,2020-05-24,94.35,51.06,95.8
state,Arizona,2020-05-25,91.23,55.19,86.2
state,Arizona,2020-05-26,101.33,58.88,102.41
state,Arizona,2020-05-27,102.94,57.44,102.48
state,Arizona,2020-05-28,105.51,57.07,104.77
state,Arizona,2020-05-29,118.85,60.26,120.15
state,Arizona,2020-05-30,112.7,56.4,115.55
state,Arizona,2020-05-31,89.01,50.58,79.67
state,Arizona,2020-06-01,96.6,55.46,97.0
state,Arizona,2020-06-02,97.19,56.01,96.96
state,Arizona,2020-06-03,100.95,55.04,102.94
state,Arizona,2020-06-04,104.35,54.92,101.01
state,Arizona,2020-06-05,118.37,59.07,117.02
state,Arizona,2020-06-06,114.9,56.1,120.0
state,Arizona,2020-06-07,91.71,51.46,89.15
state,Arizona,2020-06-08,105.28,58.95,102.12
state,Arizona,2020-06-09,105.58,57.73,103.15
state,Arizona,2020-06-10,106.65,59.66,102.64
state,Arizona,2020-06-11,111.32,60.83,108.59
state,Arizona,2020-06-12,125.01,61.8,126.47
state,Arizona,2020-06-13,122.7,60.77,124.63
state,Arizona,2020-06-14,100.07,54.45,91.58
state,Arizona,2020-06-15,107.24,61.03,101.09
state,Arizona,2020-06-16,107.74,59.65,102.68
state,Arizona,2020-06-17,108.4,60.81,103.62
state,Arizona,2020-06-18,111.72,57.92,107.09
state,Arizona,2020-06-19,125.29,62.49,124.59
state,Arizona,2020-06-20,117.34,57.27,119.86
state,Arizona,2020-06-21,88.13,47.84,80.76
state,Arizona,2020-06-22,106.28,58.26,102.71
state,Arizona,2020-06-23,108.53,59.75,106.48
state,Arizona,2020-06-24,107.75,56.43,107.76
state,Arizona,2020-06-25,110.85,56.07,112.78
state,Arizona,2020-06-26,124.35,60.09,126.81
state,Arizona,2020-06-27,116.07,55.85,120.33
state,Arizona,2020-06-28,91.99,49.99,87.48
state,Arizona,2020-06-29,105.25,55.8,103.71
state,Arizona,2020-06-30,105.34,55.58,106.69
state,Arizona,2020-07-01,108.09,53.97,108.13
state,Arizona,2020-07-02,115.92,55.99,110.77
state,Arizona,2020-07-03,113.62,55.93,119.37
state,Arizona,2020-07-04,86.82,47.6,92.71
state,Arizona,2020-07-05,84.96,45.79,80.91
state,Arizona,2020-07-06,101.95,57.63,103.35
state,Arizona,2020-07-07,102.29,52.23,101.73
state,Arizona,2020-07-08,102.79,53.18,103.6
state,Arizona,2020-07-09,105.51,52.58,105.35
state,Arizona,2020-07-10,117.02,55.48,118.1
state,Arizona,2020-07-11,107.96,51.95,110.3
state,Arizona,2020-07-12,86.56,43.04,81.37
state,Arizona,2020-07-13,100.22,51.93,98.92
state,Arizona,2020-07-14,102.68,54.35,103.8
state,Arizona,2020-07-15,104.45,52.72,105.36
state,Arizona,2020-07-16,109.67,54.75,107.58
state,Arizona,2020-07-17,119.97,56.59,121.35
state,Arizona,2020-07-18,112.83,52.39,113.37
state,Arizona,2020-07-19,91.34,47.0,83.01
state,Arizona,2020-07-20,101.85,55.06,102.1
state,Arizona,2020-07-21,103.99,54.42,103.79
state,Arizona,2020-07-22,105.86,54.64,106.33
state,Arizona,2020-07-23,107.66,53.56,109.39
state,Arizona,2020-07-24,121.64,57.07,122.8
state,Arizona,2020-07-25,118.13,52.33,118.99
state,Arizona,2020-07-26,95.77,47.27,86.9
state,Arizona,2020-07-27,104.95,54.96,103.9
state,Arizona,2020-07-28,106.79,56.1,105.71
state,Arizona,2020-07-29,110.31,56.25,108.66
state,Arizona,2020-07-30,112.53,54.94,111.22
state,Arizona,2020-07-31,126.21,58.64,125.93
state,Arizona,2020-08-01,123.91,54.85,120.83
state,Arizona,2020-08-02,98.92,47.25,89.0
state,Arizona,2020-08-03,108.35,57.81,106.57
state,Arizona,2020-08-04,109.43,56.67,108.88
state,Arizona,2020-08-05,107.15,55.41,110.22
state,Arizona,2020-08-06,110.66,52.91,111.44
state,Arizona,2020-08-07,127.13,57.89,131.6
state,Arizona,2020-08-08,124.89,55.85,125.9
state,Arizona,2020-08-09,98.44,49.06,91.0
state,Arizona,2020-08-10,105.44,55.89,104.7
state,Arizona,2020-08-11,108.16,54.77,107.46
state,Arizona,2020-08-12,108.5,56.65,112.23
state,Arizona,2020-08-13,111.98,56.19,113.52
state,Arizona,2020-08-14,132.81,60.33,138.54
state,Arizona,2020-08-15,127.69,57.11,136.45
state,Arizona,2020-08-16,101.16,53.36,99.96
state,Arizona,2020-08-17,108.79,59.12,116.58
state,Arizona,2020-08-18,109.98,59.13,119.67
state,Arizona,2020-08-19,111.86,61.31,122.33
state,Arizona,2020-08-20,114.58,60.76,125.49
state,Arizona,2020-08-21,133.86,63.25,147.24
state,Arizona,2020-08-22,130.57,62.22,145.88
state,Arizona,2020-08-23,101.25,53.02,103.09
state,Arizona,2020-08-24,104.79,59.32,115.08
state,Arizona,2020-08-25,105.98,60.03,114.22
state,Arizona,2020-08-26,107.77,58.04,116.18
state,Arizona,2020-08-27,111.26,59.37,117.52
state,Arizona,2020-08-28,128.84,63.21,137.36
state,Arizona,2020-08-29,125.66,60.34,137.77
state,Arizona,2020-08-30,99.34,52.64,98.46
state,Arizona,2020-08-31,106.45,61.0,112.3
state,Arizona,2020-09-01,108.82,60.39,117.44
state,Arizona,2020-09-02,110.93,63.21,119.19
state,Arizona,2020-09-03,117.57,63.21,122.51
state,Arizona,2020-09-04,141.58,70.47,144.93
state,Arizona,2020-09-05,131.97,63.21,142.29
state,Arizona,2020-09-06,107.12,55.13,110.75
state,Arizona,2020-09-07,106.31,57.39,100.32
state,Arizona,2020-09-08,108.27,63.21,109.29
state,Arizona,2020-09-09,111.33,61.44,117.17
state,Arizona,2020-09-10,115.35,64.37,119.63
state,Arizona,2020-09-11,131.12,64.33,139.16
state,Arizona,2020-09-12,132.42,66.46,142.78
state,Arizona,2020-09-13,99.46,54.99,98.24
state,Arizona,2020-09-14,109.42,61.72,112.65
state,Arizona,2020-09-15,109.61,60.82,115.6
state,Arizona,2020-09-16,111.94,68.1,117.67
state,Arizona,2020-09-17,115.74,69.71,122.12
state,Arizona,2020-09-18,136.49,75.1,144.6
state,Arizona,2020-09-19,133.76,70.09,147.3
state,Arizona,2020-09-20,103.01,61.67,101.45
state,Arizona,2020-09-21,106.78,67.15,109.98
state,Arizona,2020-09-22,107.64,67.4,112.6
state,Arizona,2020-09-23,109.6,66.66,114.55
state,Arizona,2020-09-24,112.93,67.26,118.24
state,Arizona,2020-09-25,133.7,70.82,144.13
state,Arizona,2020-09-26,131.67,68.81,145.51
state,Arizona,2020-09-27,98.19,61.11,98.41
state,Arizona,2020-09-28,103.88,68.36,108.93
state,Arizona,2020-09-29,103.61,62.36,110.33
state,Arizona,2020-09-30,107.17,64.72,113.68
state,Arizona,2020-10-01,112.99,67.31,121.32
state,Arizona,2020-10-02,130.43,71.6,143.1
state,Arizona,2020-10-03,128.35,67.7,145.48
state,Arizona,2020-10-04,96.95,55.45,100.1
state,Arizona,2020-10-05,104.95,65.59,111.0
state,Arizona,2020-10-06,106.1,64.0,112.25
state,Arizona,2020-10-07,109.49,67.97,116.58
state,Arizona,2020-10-08,114.95,67.84,121.24
state,Arizona,2020-10-09,133.85,72.77,143.75
state,Arizona,2020-10-10,131.86,68.54,147.83
state,Arizona,2020-10-11,101.41,57.61,102.06
state,Arizona,2020-10-12,106.9,66.75,111.85
state,Arizona,2020-10-13,107.1,67.43,113.57
state,Arizona,2020-10-14,110.7,68.07,115.67
state,Arizona,2020-10-15,116.07,67.18,121.75
state,Arizona,2020-10-16,135.94,73.0,147.66
state,Arizona,2020-10-17,138.59,69.81,152.89
state,Arizona,2020-10-18,103.88,58.93,104.54
state,Arizona,2020-10-19,106.07,68.81,112.14
state,Arizona,2020-10-20,106.83,65.32,112.67
state,Arizona,2020-10-21,109.08,68.64,116.21
state,Arizona,2020-10-22,116.9,65.85,120.89
state,Arizona,2020-10-23,136.25,73.14,148.96
state,Arizona,2020-10-24,138.05,70.2,154.41
state,Arizona,2020-10-25,103.6,57.01,102.78
state,Arizona,2020-10-26,104.83,64.78,109.7
state,Arizona,2020-10-27,105.9,63.87,111.2
state,Arizona,2020-10-28,107.62,63.33,116.16
state,Arizona,2020-10-29,114.16,67.53,122.71
state,Arizona,2020-10-30,133.2,73.37,149.72
state,Arizona,2020-10-31,126.48,68.31,169.41
state,Arizona,2020-11-01,89.6,57.02,99.25
state,Arizona,2020-11-02,100.84,66.16,106.41
state,Arizona,2020-11-03,101.33,64.42,111.49
state,Arizona,2020-11-04,95.13,61.81,103.39
state,Arizona,2020-11-05,102.24,62.53,112.12
state,Arizona,2020-11-06,122.16,71.76,138.42
state,Arizona,2020-11-07,120.61,62.4,141.53
state,Arizona,2020-11-08,89.2,53.26,93.74
state,Arizona,2020-11-09,94.98,62.68,101.01
state,Arizona,2020-11-10,99.22,64.67,107.34
state,Arizona,2020-11-11,105.33,66.41,116.6
state,Arizona,2020-11-12,97.39,60.86,102.29
state,Arizona,2020-11-13,122.65,69.16,137.23
state,Arizona,2020-11-14,121.24,63.65,139.89
state,Arizona,2020-11-15,87.92,56.24,93.69
state,Arizona,2020-11-16,95.8,63.75,102.72
state,Arizona,2020-11-17,96.68,64.52,105.11
state,Arizona,2020-11-18,98.64,65.55,108.6
state,Arizona,2020-11-19,102.81,64.48,115.31
state,Arizona,2020-11-20,122.6,69.73,134.67
state,Arizona,2020-11-21,119.51,65.5,135.33
state,Arizona,2020-11-22,89.94,55.74,94.71
state,Arizona,2020-11-23,103.96,65.72,112.34
state,Arizona,2020-11-24,109.18,67.13,116.87
state,Arizona,2020-11-25,117.74,66.32,126.5
state,Arizona,2020-11-26,61.67,40.04,62.01
state,Arizona,2020-11-27,102.73,62.07,118.29
state,Arizona,2020-11-28,103.39,60.72,120.47
state,Arizona,2020-11-29,84.32,56.75,84.37
state,Arizona,2020-11-30,94.32,65.33,104.77
state,Arizona,2020-12-01,94.66,64.73,105.56
state,Arizona,2020-12-02,94.43,62.15,108.62
state,Arizona,2020-12-03,98.19,63.84,110.84
state,Arizona,2020-12-04,112.87,63.0,131.47
state,Arizona,2020-12-05,109.21,61.36,134.28
state,Arizona,2020-12-06,80.52,52.39,87.62
state,Arizona,2020-12-07,93.17,62.87,107.2
state,Arizona,2020-12-08,94.44,62.44,108.94
state,Arizona,2020-12-09,96.47,63.07,112.61
state,Arizona,2020-12-10,95.78,56.41,109.14
state,Arizona,2020-12-11,115.64,64.94,135.38
state,Arizona,2020-12-12,112.76,61.5,135.81
state,Arizona,2020-12-13,83.05,55.4,90.9
state,Arizona,2020-12-14,95.75,61.89,109.11
state,Arizona,2020-12-15,97.94,63.3,112.68
state,Arizona,2020-12-16,101.04,62.57,115.81
state,Arizona,2020-12-17,104.96,61.67,117.26
state,Arizona,2020-12-18,122.56,68.59,140.42
state,Arizona,2020-12-19,115.04,63.22,138.69
state,Arizona,2020-12-20,89.23,57.76,99.06
state,Arizona,2020-12-21,110.92,66.16,133.04
state,Arizona,2020-12-22,113.24,65.67,129.99
state,Arizona,2020-12-23,117.6,64.51,134.27
state,Arizona,2020-12-24,87.59,49.8,103.01
state,Arizona,2020-12-25,50.02,34.57,51.09
state,Arizona,2020-12-26,92.58,57.3,101.92
state,Arizona,2020-12-27,85.53,57.84,91.26
state,Arizona,2020-12-28,106.03,70.25,113.42
state,Arizona,2020-12-29,109.25,69.61,121.9
state,Arizona,2020-12-30,114.11,66.99,127.41
state,Arizona,2020-12-31,110.26,59.95,129.69
state,Arizona,2021-01-01,86.93,54.36,101.67
state,Arizona,2021-01-02,106.23,61.54,119.21
state,Arizona,2021-01-03,85.96,59.01,88.53
state,Arizona,2021-01-04,98.91,68.6,107.44
state,Arizona,2021-01-05,99.36,69.98,106.89
state,Arizona,2021-01-06,96.41,65.78,104.96
state,Arizona,2021-01-07,99.06,64.2,106.07
state,Arizona,2021-01-08,112.92,66.78,124.22
state,Arizona,2021-01-09,112.15,60.77,127.81
state,Arizona,2021-01-10,86.78,55.39,91.68
state,Arizona,2021-01-11,96.99,64.24,106.11
state,Arizona,2021-01-12,96.91,64.7,105.7
state,Arizona,2021-01-13,97.89,65.74,106.52
state,Arizona,2021-01-14,102.06,64.89,110.22
state,Arizona,2021-01-15,120.73,70.59,134.17
state,Arizona,2021-01-16,119.5,67.49,140.46
state,Arizona,2021-01-17,94.48,58.32,106.61
state,Arizona,2021-01-18,104.06,66.15,110.49
state,Arizona,2021-01-19,96.16,66.95,102.05
state,Arizona,2021-01-20,96.06,67.23,104.24
state,Arizona,2021-01-21,100.25,66.89,106.85
state,Arizona,2021-01-22,116.76,70.86,128.33
state,Arizona,2021-01-23,115.52,66.14,131.79
state,Arizona,2021-01-24,84.85,55.6,86.76
state,Arizona,2021-01-25,92.63,61.78,92.34
state,Arizona,2021-01-26,97.05,67.4,98.22
state,Arizona,2021-01-27,100.22,66.31,106.08
state,Arizona,2021-01-28,103.46,67.35,110.1
state,Arizona,2021-01-29,118.28,70.04,127.87
state,Arizona,2021-01-30,122.97,69.1,143.92
state,Arizona,2021-01-31,94.28,60.46,100.24
state,Arizona,2021-02-01,99.55,71.99,103.9
state,Arizona,2021-02-02,100.44,72.51,107.53
state,Arizona,2021-02-03,102.69,71.25,108.86
state,Arizona,2021-02-04,107.2,71.06,114.18
state,Arizona,2021-02-05,124.55,76.57,138.85
state,Arizona,2021-02-06,123.54,70.68,143.97
state,Arizona,2021-02-07,85.75,60.19,93.37
state,Arizona,2021-02-08,100.55,70.22,107.69
state,Arizona,2021-02-09,102.12,70.73,107.03
state,Arizona,2021-02-10,106.11,70.79,111.52
state,Arizona,2021-02-11,112.95,72.46,120.49
state,Arizona,2021-02-12,138.44,81.58,151.69
state,Arizona,2021-02-13,139.97,76.28,164.34
state,Arizona,2021-02-14,112.91,71.56,133.66
state,Arizona,2021-02-15,106.79,69.58,110.11
state,Arizona,2021-02-16,107.1,75.53,112.59
state,Arizona,2021-02-17,108.55,74.42,112.76
state,Arizona,2021-02-18,112.5,74.56,118.3
state,Arizona,2021-02-19,130.43,81.39,141.78
state,Arizona,2021-02-20,132.79,74.84,151.22
state,Arizona,2021-02-21,99.8,64.98,107.06
state,Arizona,2021-02-22,106.36,75.76,110.87
state,Arizona,2021-02-23,107.93,71.99,112.66
state,Arizona,2021-02-24,112.0,74.54,118.39
state,Arizona,2021-02-25,116.66,75.94,121.96
state,Arizona,2021-02-26,136.4,81.63,147.7
state,Arizona,2021-02-27,134.71,74.97,155.77
state,Arizona,2021-02-28,102.18,63.72,106.7
state,Arkansas,2020-01-13,100.0,100.0,100.0
state,Arkansas,2020-01-14,102.55,100.22,98.65
state,Arkansas,2020-01-15,101.93,105.73,99.33
state,Arkansas,2020-01-16,106.38,107.64,98.98
state,Arkansas,2020-01-17,124.97,119.9,115.1
state,Arkansas,2020-01-18,124.45,119.06,132.03
state,Arkansas,2020-01-19,88.02,99.83,77.13
state,Arkansas,2020-01-20,103.18,104.83,91.1
state,Arkansas,2020-01-21,100.14,99.66,91.63
state,Arkansas,2020-01-22,90.55,88.08,81.03
state,Arkansas,2020-01-23,101.84,100.0,89.84
state,Arkansas,2020-01-24,122.27,112.42,112.89
state,Arkansas,2020-01-25,122.81,122.54,126.95
state,Arkansas,2020-01-26,82.69,89.6,66.33
state,Arkansas,2020-01-27,97.97,93.42,93.44
state,Arkansas,2020-01-28,98.5,100.96,90.54
state,Arkansas,2020-01-29,98.35,101.29,89.42
state,Arkansas,2020-01-30,104.2,106.8,91.6
state,Arkansas,2020-01-31,125.55,118.77,115.32
state,Arkansas,2020-02-01,121.08,121.53,127.49
state,Arkansas,2020-02-02,85.56,95.11,75.16
state,Arkansas,2020-02-03,96.9,101.8,90.8
state,Arkansas,2020-02-04,98.34,99.49,92.0
